customer_id,snapshot_year,exposure_at_default,recovered_amount,annual_income,credit_score_internal,rating_grade,default_flag,batch_run_date,recovery_rate,lgd,log_ead,log_income,score_bin,segment_type,loan_size_bucket,loan_purpose,collateral_type,loan_term,payment_history,default_history,recovery_type
325,2023,23245.42,23058.35,60651.13,420,3,0,2024-05-25,0.97,0.28,11.311384,11.597914,4,Corporate,1,business,none,48,2,3,partial
326,2024,18821.03,46996.59,51684.46,496,2,0,2024-06-20,0.51,0.6,11.37734,12.095809,2,Corporate,3,renovation,none,12,0,3,partial
330,2024,9767.0,25200.19,175921.92,781,7,0,2024-01-31,0.47,0.69,11.485463,10.434759,0,Corporate,0,business,property,24,4,3,partial
335,2024,11227.59,47460.03,99953.11,338,1,0,2024-04-28,0.76,0.39,11.245862,10.31098,2,Retail,2,consumption,none,24,0,2,partial
337,2024,58882.4,41641.6,44669.5,811,3,1,2024-04-03,0.88,0.88,11.022448,11.034816,4,Retail,2,consumption,property,24,3,1,partial
352,2024,69132.58,18121.57,175198.06,773,3,1,2024-05-28,0.96,0.98,10.523477,11.805183,0,Retail,1,consumption,none,24,0,0,partial
359,2024,40340.52,43182.07,166896.62,460,5,0,2024-06-23,0.32,0.49,9.851335,11.109149,0,Corporate,3,consumption,property,48,0,3,partial
366,2023,48509.81,5503.16,197103.15,588,5,0,2024-01-30,0.8,0.39,11.141577,10.901251,4,Retail,2,investment,property,24,0,1,partial
369,2024,68910.81,46252.36,183753.86,499,2,0,2024-02-24,0.21,0.47,11.507923,11.538451,1,Corporate,3,investment,property,48,0,0,partial
375,2024,2720.6,31582.18,173322.26,827,6,0,2024-04-14,0.55,0.85,10.763621,11.778735,0,Retail,1,business,vehicle,12,4,1,partial
382,2023,32989.94,2719.54,29463.39,802,2,0,2024-02-10,0.18,0.65,11.193343,11.078156,0,Corporate,1,renovation,vehicle,36,4,2,partial
386,2023,97336.68,32212.84,38794.77,547,2,1,2024-06-21,0.35,0.04,10.820081,11.213514,3,Corporate,1,investment,vehicle,36,4,3,partial
389,2023,58431.11,48712.38,122416.97,682,5,1,2024-03-14,0.93,0.54,10.68653,11.778681,1,Corporate,3,renovation,none,36,3,4,partial
393,2023,26168.23,3490.03,115666.26,517,7,0,2024-06-06,0.15,0.02,10.636366,12.15601,0,Retail,2,business,property,48,3,3,partial
395,2024,52651.27,27734.39,102433.38,386,7,1,2024-03-17,0.63,0.78,10.838774,11.859733,4,Retail,0,renovation,none,48,0,3,partial
401,2024,34922.7,37389.72,91422.08,381,7,0,2024-03-25,0.59,0.33,10.527383,11.988686,2,Retail,3,consumption,none,48,4,2,partial
417,2024,53692.25,40512.93,97617.89,361,6,0,2024-06-21,0.12,0.47,11.226969,11.362414,4,Corporate,1,consumption,property,12,3,0,partial
419,2024,13448.41,20691.37,122473.63,799,5,0,2024-04-13,0.33,0.8,11.38001,11.14196,1,Corporate,0,investment,vehicle,60,2,3,partial
423,2024,14138.75,10208.33,20373.77,341,1,0,2024-06-21,0.56,0.05,11.389702,11.530463,3,Retail,0,business,none,48,0,0,partial
428,2024,15210.69,2117.11,66927.58,311,4,1,2024-03-19,0.19,0.16,10.066591,12.015426,3,Retail,0,investment,none,48,1,0,partial
435,2023,94042.16,28986.31,113290.35,414,4,0,2024-03-24,0.8,0.4,11.404182,11.53405,3,Corporate,0,investment,none,36,4,2,partial
439,2024,73556.99,22645.55,149998.9,517,1,0,2024-06-21,0.97,0.23,10.457791,12.05764,4,Corporate,0,investment,vehicle,24,0,3,partial
457,2023,17075.81,47437.22,51348.2,405,7,0,2024-05-12,0.21,0.34,10.361623,12.195921,2,Retail,1,business,property,24,0,2,partial
474,2023,19646.56,3030.25,118438.61,827,4,1,2024-05-03,0.19,1.0,11.197527,10.403226,2,Corporate,2,consumption,property,12,1,2,partial
477,2024,73352.12,34269.77,148602.74,771,6,0,2024-02-01,0.45,0.83,10.347081,10.246184,0,Retail,0,consumption,none,24,2,4,partial
488,2023,16460.22,1248.31,100032.98,686,5,1,2024-01-06,0.75,0.88,8.739484,10.756352,2,Retail,2,investment,property,60,3,2,partial
496,2024,24221.57,8571.71,24874.6,525,4,1,2024-04-03,0.28,0.94,10.545056,11.398497,2,Corporate,2,renovation,vehicle,36,3,4,partial
522,2023,96371.34,22678.95,100868.27,780,6,0,2024-01-26,0.02,0.34,11.190322,10.682551,0,Retail,3,consumption,property,12,1,0,partial
548,2024,26275.35,22743.62,73360.08,707,5,0,2024-02-06,0.54,0.3,10.415409,12.082325,4,Retail,1,consumption,none,24,1,0,partial
550,2023,66501.6,34285.03,187336.93,756,6,1,2024-01-13,0.96,0.23,11.056073,10.092757,4,Corporate,0,business,none,24,3,1,partial
554,2024,97884.5,45510.65,42430.41,320,1,0,2024-04-02,0.39,0.83,11.102742,11.249529,1,Retail,2,consumption,property,36,2,1,partial
556,2024,38055.38,31951.61,137445.67,502,2,1,2024-01-25,0.42,0.68,11.206955,10.882679,4,Retail,3,consumption,none,12,2,0,partial
567,2024,2734.08,47676.75,29489.56,716,1,0,2024-05-20,0.97,0.24,11.405529,12.142483,3,Corporate,2,investment,vehicle,36,0,3,partial
572,2024,25170.58,44080.78,100310.68,715,4,0,2024-01-20,0.69,0.38,10.687957,11.853017,3,Corporate,0,investment,vehicle,12,1,1,partial
576,2024,83256.84,29224.99,119716.31,747,5,1,2024-03-12,0.72,0.51,9.768685,12.123595,1,Retail,1,business,vehicle,24,1,2,partial
577,2023,86596.27,41689.6,73631.89,811,6,1,2024-05-28,0.56,0.53,10.39129,12.180858,2,Retail,1,business,vehicle,36,1,1,partial
584,2023,77083.42,32128.88,101913.61,384,4,1,2024-04-24,0.97,0.89,10.687059,11.603485,1,Corporate,0,renovation,none,36,3,0,partial
585,2023,12197.87,3927.89,49439.68,466,4,0,2024-05-06,0.69,0.38,11.179915,11.037764,0,Corporate,2,consumption,none,60,3,3,partial
591,2024,79755.53,37028.24,74742.29,683,2,1,2024-01-26,0.9,0.91,7.740704,10.912762,1,Retail,3,investment,property,36,3,0,partial
593,2023,91949.1,4745.42,131799.14,767,7,1,2024-02-23,0.7,0.44,10.3817,11.004204,1,Retail,1,investment,none,12,2,3,partial
595,2024,60460.34,29704.14,74324.01,371,4,1,2024-06-18,0.74,0.75,11.267094,11.901907,3,Retail,1,consumption,property,60,3,1,partial
612,2024,94146.66,35132.01,181953.75,820,2,0,2024-05-18,0.29,0.93,11.118636,10.213954,0,Retail,2,business,none,36,0,2,partial
616,2023,82857.05,3326.38,133113.25,772,5,0,2024-06-13,0.3,0.91,11.204268,10.283498,0,Corporate,2,investment,property,36,3,2,partial
618,2023,67030.18,11539.73,98956.82,557,5,1,2024-05-04,0.78,0.06,11.306765,11.771179,1,Corporate,2,business,property,60,2,0,partial
623,2024,58141.34,45783.61,26976.25,574,6,0,2024-01-11,0.3,0.21,11.27138,11.817253,0,Corporate,3,investment,vehicle,24,1,3,partial
624,2023,35508.79,30815.72,109918.7,319,7,0,2024-01-27,0.56,0.48,11.135131,11.847598,0,Corporate,2,investment,property,36,0,1,partial
627,2024,16769.46,12314.3,157659.72,789,2,0,2024-04-03,0.25,0.43,10.703862,11.372968,4,Retail,3,renovation,property,48,2,3,partial
631,2024,60890.44,34533.99,67800.37,789,1,0,2024-03-23,0.82,0.64,11.496565,12.014131,0,Corporate,0,investment,property,24,4,3,partial
635,2024,32493.04,29838.82,165219.24,625,5,0,2024-02-03,0.11,0.94,10.956741,11.661806,2,Retail,3,consumption,property,36,1,3,partial
645,2024,86777.43,25078.78,65325.22,828,7,0,2024-02-07,0.83,0.11,9.95585,10.570927,0,Retail,2,consumption,property,24,3,1,partial
655,2024,99340.36,48809.35,168274.35,388,6,1,2024-03-27,0.6,0.45,10.308602,12.004439,3,Corporate,3,consumption,vehicle,12,2,3,partial
664,2023,75490.35,34172.69,35348.3,785,1,0,2024-06-29,0.19,0.19,11.151434,12.162921,4,Corporate,3,business,property,24,4,2,partial
669,2023,9957.69,18772.06,175913.07,649,5,0,2024-03-05,0.54,0.89,11.435507,10.335515,3,Retail,3,investment,property,60,2,0,partial
670,2024,29579.87,40003.67,109853.56,383,5,0,2024-05-10,0.28,0.96,9.835974,11.412489,3,Corporate,1,business,property,36,3,4,partial
673,2024,11801.85,44229.16,73376.77,686,6,0,2024-06-04,0.32,0.48,9.12187,11.587605,2,Retail,2,renovation,none,24,2,3,partial
680,2023,65400.65,6261.03,67720.39,386,6,0,2024-05-21,0.35,0.1,11.388185,10.744316,4,Retail,3,investment,none,48,4,2,partial
681,2023,76753.9,10027.65,97761.9,606,3,1,2024-02-21,0.06,0.79,11.425334,12.07931,1,Corporate,2,consumption,vehicle,12,2,2,partial
691,2024,92641.81,10811.35,199828.91,453,4,0,2024-01-30,0.99,0.7,10.252825,11.172517,0,Retail,0,renovation,property,12,0,0,partial
694,2023,44379.06,34560.59,59658.93,739,4,1,2024-06-30,0.03,0.35,10.554569,11.988803,2,Corporate,3,renovation,property,24,0,0,partial
698,2024,90236.19,30151.98,38579.0,563,1,0,2024-04-22,0.66,0.89,11.102844,11.854954,2,Corporate,3,investment,none,60,3,4,partial
700,2023,87911.22,30949.58,125306.33,720,4,0,2024-05-22,0.37,0.98,10.424186,11.757042,1,Corporate,0,consumption,property,12,4,4,partial
701,2024,32402.38,47038.66,107937.64,792,1,0,2024-06-14,0.65,0.56,11.383269,10.907546,2,Retail,2,business,vehicle,24,4,4,partial
705,2023,87021.16,38795.58,114355.33,710,7,0,2024-05-21,0.36,0.57,9.363172,10.99755,1,Corporate,0,investment,property,24,4,1,partial
717,2024,38191.55,6396.85,140048.38,472,5,1,2024-01-08,0.67,0.3,8.468263,10.258491,1,Retail,0,consumption,vehicle,12,4,1,partial
719,2023,30390.06,17375.35,68085.93,303,3,1,2024-03-12,0.73,0.58,9.982351,11.056102,1,Corporate,0,renovation,none,24,4,2,partial
742,2023,65258.39,21769.68,183919.7,771,3,0,2024-05-26,0.69,0.44,10.286151,11.316678,2,Retail,0,investment,vehicle,24,1,0,partial
744,2024,33509.74,19798.08,98420.97,409,5,0,2024-02-01,0.11,0.3,9.407611,12.04336,1,Retail,2,renovation,vehicle,48,2,3,partial
747,2023,63390.67,33465.43,43235.52,336,6,0,2024-04-04,0.66,0.07,8.923238,11.361541,2,Retail,3,consumption,vehicle,24,4,0,partial
755,2024,61373.35,44594.66,153613.78,330,2,0,2024-06-05,0.28,0.25,11.235935,11.95654,4,Retail,0,business,vehicle,24,0,1,partial
767,2023,56780.45,15302.57,135758.78,680,2,1,2024-02-10,0.03,0.2,9.756401,11.503891,1,Retail,0,business,vehicle,60,2,2,partial
768,2024,38661.55,27593.86,76833.81,567,4,0,2024-03-15,0.41,0.54,11.423868,11.99088,2,Corporate,1,renovation,vehicle,12,3,3,partial
773,2023,55301.47,39470.47,131873.37,310,6,1,2024-02-14,0.43,0.6,10.530307,12.184491,2,Retail,2,renovation,vehicle,60,3,4,partial
783,2024,60052.06,20810.9,59575.15,643,1,0,2024-01-13,0.47,0.61,11.118266,11.053624,2,Corporate,0,renovation,vehicle,36,4,4,partial
785,2023,55023.0,8405.91,100071.08,843,7,0,2024-06-03,0.7,0.39,10.056887,12.073812,0,Corporate,1,investment,vehicle,60,1,1,partial
789,2024,44997.53,23747.55,181894.25,465,3,0,2024-01-19,0.31,0.42,10.118315,11.790022,0,Corporate,0,consumption,none,36,1,2,partial
790,2023,2452.04,2761.13,44036.16,641,4,0,2024-06-02,0.32,0.83,10.966424,12.026431,1,Corporate,2,renovation,vehicle,36,2,0,partial
791,2024,59119.11,47119.17,89605.36,781,5,1,2024-02-22,0.06,0.48,10.942078,11.829825,4,Retail,1,renovation,vehicle,60,1,1,partial
792,2024,17675.99,3741.06,167805.64,318,6,0,2024-06-27,0.69,0.99,11.252926,11.475347,1,Corporate,1,renovation,property,48,3,0,partial
796,2024,64615.02,21922.84,194508.36,483,3,1,2024-06-13,0.57,0.44,11.238811,11.019522,3,Corporate,2,business,property,60,4,3,partial
797,2023,76175.09,26494.06,101706.7,844,1,0,2024-05-16,0.35,0.65,11.118387,10.392293,3,Corporate,1,renovation,property,12,0,0,partial
799,2024,50544.09,49265.19,111259.93,309,1,1,2024-06-28,0.71,0.05,10.724696,11.664739,4,Corporate,1,consumption,vehicle,60,3,3,partial
804,2023,54694.0,8301.09,122990.95,491,2,0,2024-06-30,0.54,0.65,11.398349,12.197333,4,Corporate,0,business,none,48,3,2,partial
808,2024,95196.38,5721.58,187822.67,619,4,1,2024-01-03,0.47,0.85,11.0451,11.937203,4,Corporate,1,consumption,none,60,2,1,partial
810,2023,84869.57,435.31,174477.22,774,5,1,2024-04-05,0.51,0.94,11.503185,11.27623,0,Retail,3,business,property,48,1,0,partial
811,2024,91509.42,7778.57,50708.2,726,3,1,2024-05-15,0.64,1.0,11.31592,12.037049,0,Retail,2,business,property,12,0,2,partial
822,2023,81562.86,10363.65,98616.41,358,7,0,2024-01-14,0.66,0.28,8.591869,11.972993,3,Retail,0,investment,vehicle,24,0,2,partial
823,2023,11782.92,31529.05,103520.08,735,1,1,2024-04-29,0.29,0.58,10.396347,11.166136,4,Corporate,1,business,none,48,1,0,partial
826,2024,15750.19,10985.34,162037.3,396,3,0,2024-05-10,0.14,0.45,10.961568,10.024658,2,Corporate,3,business,none,48,4,4,partial
832,2023,53135.76,1026.04,128520.72,795,5,0,2024-05-31,0.16,0.56,11.190327,10.627898,3,Corporate,0,consumption,property,48,1,4,partial
839,2023,25360.9,41330.92,137759.68,577,3,0,2024-01-13,0.64,0.16,10.923856,12.089067,4,Retail,2,consumption,none,12,4,3,partial
840,2024,48192.85,18279.79,199675.98,564,4,0,2024-06-19,0.87,0.86,11.275022,12.046973,2,Corporate,1,renovation,property,36,0,2,partial
842,2023,40042.17,17684.83,33492.81,308,2,1,2024-06-05,0.41,0.91,10.274496,11.200112,4,Corporate,2,investment,property,48,2,1,partial
844,2023,55392.01,15123.95,60141.77,756,3,0,2024-03-12,0.17,0.45,9.863097,11.175159,1,Retail,2,business,vehicle,12,3,1,partial
863,2023,74940.7,48768.66,93421.27,572,6,0,2024-06-27,0.76,0.28,8.754437,11.999766,2,Corporate,1,investment,property,24,0,2,partial
867,2024,71833.6,8505.77,82600.83,307,2,0,2024-06-18,0.83,0.14,10.964036,12.14841,1,Retail,1,renovation,vehicle,48,0,4,partial
875,2023,52602.18,44911.9,23896.2,507,5,0,2024-06-07,0.88,0.68,11.144357,11.984464,0,Corporate,0,investment,none,36,0,2,partial
877,2024,82416.95,38840.17,36519.97,422,2,0,2024-06-02,0.61,0.31,10.413007,11.767608,3,Corporate,2,business,none,12,3,3,partial
884,2023,43655.35,3824.0,142571.59,332,3,0,2024-05-25,0.86,0.91,11.030782,11.061655,4,Corporate,1,consumption,property,24,4,2,partial
886,2023,89774.71,49336.46,178278.4,812,3,0,2024-03-22,0.02,0.67,8.726573,11.649514,3,Retail,2,investment,property,36,2,0,partial
893,2023,8056.75,13568.3,112560.86,503,6,0,2024-02-26,0.11,0.65,9.290171,11.035424,4,Corporate,1,business,vehicle,24,2,4,partial
895,2024,95511.34,4929.15,117054.39,817,1,1,2024-01-07,0.09,0.56,11.163009,12.016382,1,Retail,2,renovation,vehicle,36,2,0,partial
897,2023,65814.62,41465.71,65916.82,816,6,1,2024-04-21,0.71,0.05,10.530492,11.403713,2,Corporate,0,business,none,60,4,0,partial
898,2023,38627.38,35333.78,158217.75,742,3,1,2024-02-17,0.07,0.93,11.119336,12.043945,2,Retail,2,investment,none,60,1,2,partial
902,2024,20518.26,30860.94,155323.03,638,7,0,2024-03-20,0.5,0.63,11.330701,11.39291,4,Corporate,1,business,property,60,1,2,partial
904,2023,48439.14,7799.04,125905.82,737,2,0,2024-04-28,0.47,0.99,11.355226,12.033788,1,Retail,3,business,property,24,2,1,partial
909,2024,20261.27,23924.81,58279.57,744,6,0,2024-04-29,0.31,0.54,9.800657,11.289759,4,Retail,0,investment,vehicle,60,0,0,partial
911,2024,17466.83,39027.8,37463.28,435,6,0,2024-02-29,0.87,0.71,10.802495,11.505144,4,Corporate,0,investment,property,12,0,2,partial
918,2023,62117.82,15181.2,31562.94,686,7,0,2024-02-02,0.17,0.06,11.207212,11.78134,4,Retail,3,renovation,vehicle,12,3,1,partial
926,2024,52785.39,15584.49,126685.29,324,7,0,2024-04-24,0.35,0.63,11.259646,10.393685,2,Retail,1,business,none,60,1,0,partial
934,2023,67339.51,157.05,168506.36,805,7,0,2024-05-07,0.77,0.76,11.273194,12.158343,4,Retail,0,consumption,none,36,0,1,partial
945,2024,93030.98,8712.17,174499.48,624,1,0,2024-01-03,0.03,0.78,10.06856,11.72197,2,Corporate,3,investment,property,36,2,4,partial
946,2024,53693.76,43770.28,103451.97,637,3,1,2024-01-04,0.67,0.77,9.90658,11.62096,0,Retail,3,business,vehicle,24,3,3,partial
952,2023,58512.27,22087.32,161168.83,394,3,0,2024-04-09,0.82,0.23,10.992255,12.049956,1,Corporate,2,consumption,property,36,1,0,partial
953,2024,9873.01,49211.72,190438.44,844,5,0,2024-01-04,0.93,0.98,11.216788,12.07732,0,Retail,2,consumption,property,48,3,2,partial
954,2024,72045.94,19785.4,69530.62,445,1,0,2024-02-11,0.88,1.0,10.391939,11.644023,4,Retail,1,business,vehicle,36,0,4,partial
955,2024,40590.62,35759.32,91632.86,530,5,0,2024-01-09,0.32,0.08,9.338453,12.138373,2,Retail,3,business,property,12,2,1,partial
962,2024,97695.8,14095.95,187666.22,794,5,0,2024-02-20,0.59,0.94,11.18385,10.362613,1,Retail,2,business,vehicle,36,2,3,partial
967,2024,82494.23,18190.48,80881.57,337,5,0,2024-05-24,0.08,0.29,10.331076,10.606131,3,Corporate,1,consumption,vehicle,24,2,0,partial
975,2023,52725.62,9536.3,184497.73,724,4,0,2024-05-24,0.26,0.69,9.768292,11.755267,1,Corporate,0,business,property,36,0,3,partial
976,2024,13199.04,17353.12,196588.08,736,5,1,2024-04-06,0.09,0.34,9.656668,11.335387,1,Retail,2,investment,vehicle,24,4,4,partial
988,2023,86082.16,27361.88,139125.93,667,6,1,2024-01-20,0.32,0.97,10.379009,11.547921,4,Corporate,1,consumption,none,48,2,3,partial
992,2024,80178.33,49588.64,167040.25,644,2,0,2024-05-21,0.88,0.1,10.996687,11.277902,0,Corporate,2,investment,none,60,4,0,partial
2,2023,19273.93,33210.09,154918.2,459,6,0,2024-01-22,0.35,0.5,10.504597,11.438757,0,Retail,0,investment,none,48,2,4,partial
5,2023,30232.55,9962.3,145916.17,849,6,0,2024-06-28,0.56,0.43,8.021756,12.03218,3,Retail,0,business,none,12,4,1,partial
8,2024,79547.32,2248.07,75247.59,840,3,1,2024-01-27,0.43,0.33,9.268131,11.750577,4,Retail,2,investment,property,48,1,0,partial
9,2024,19337.62,6317.82,30276.98,443,4,0,2024-02-12,0.46,0.65,10.300948,12.203685,1,Retail,0,business,none,48,1,3,partial
11,2024,91857.5,28127.76,81749.31,644,5,0,2024-05-10,0.97,0.13,11.102122,11.993122,0,Retail,1,consumption,none,12,2,0,partial
18,2023,43028.22,38258.02,140048.48,568,3,0,2024-04-03,0.3,0.72,9.283032,11.145636,0,Retail,2,investment,none,12,3,4,partial
23,2024,9616.86,47020.96,38455.26,567,1,0,2024-01-08,0.63,0.98,10.942103,11.121114,2,Corporate,2,business,none,60,3,3,partial
48,2023,81759.12,791.16,22145.24,468,1,1,2024-03-26,0.42,0.8,9.462631,11.295549,1,Retail,0,renovation,property,60,0,1,partial
52,2023,37977.46,26138.01,45144.63,332,3,0,2024-03-29,0.06,0.86,9.996564,12.054015,4,Retail,1,business,none,36,1,2,partial
67,2023,53123.42,23543.37,148832.47,676,2,0,2024-05-17,0.49,0.36,9.800772,10.123136,0,Retail,2,renovation,vehicle,24,1,1,partial
82,2024,12118.13,32802.75,195102.87,513,3,0,2024-04-22,0.81,0.32,8.943328,11.025713,4,Corporate,2,business,vehicle,12,3,0,partial
88,2024,1255.82,27978.94,196951.65,739,3,0,2024-06-05,0.1,0.52,11.119329,12.11662,1,Retail,0,renovation,property,48,2,2,partial
95,2023,64160.54,34351.96,108916.25,791,4,1,2024-06-16,0.07,0.05,10.755303,11.81438,1,Corporate,0,investment,property,48,0,4,partial
96,2023,52002.34,32904.13,176483.41,692,1,1,2024-01-21,0.15,0.95,11.329907,11.015896,0,Corporate,1,renovation,property,60,1,3,partial
104,2024,59760.32,5850.59,152628.76,788,1,0,2024-05-31,0.76,0.14,9.286486,10.992842,3,Corporate,1,investment,none,24,0,3,partial
113,2023,79580.64,39985.9,110187.24,328,5,0,2024-06-02,0.72,0.9,9.637538,12.074096,4,Retail,0,investment,property,12,1,4,partial
117,2024,65013.99,6161.63,123096.9,338,6,0,2024-01-09,0.57,0.08,10.352661,12.105574,4,Corporate,1,business,none,60,4,0,partial
124,2023,18302.57,34926.53,44700.89,472,3,0,2024-05-27,0.47,0.82,11.249243,11.098994,2,Retail,3,investment,property,24,4,1,partial
126,2024,36716.48,20807.27,188779.06,316,3,0,2024-02-05,0.89,0.15,10.35045,11.468899,1,Retail,3,consumption,vehicle,12,0,2,partial
128,2023,90683.22,25692.54,83347.36,355,2,0,2024-02-05,0.77,0.04,10.631868,12.044895,1,Retail,0,renovation,vehicle,48,3,4,partial
135,2024,77224.53,45164.9,100306.87,525,7,0,2024-03-13,0.81,0.72,10.337208,11.97529,0,Retail,2,business,none,48,3,0,partial
136,2023,56107.07,44494.19,140898.84,366,7,0,2024-05-29,0.81,0.28,9.098649,12.022786,0,Corporate,0,investment,property,60,1,0,partial
147,2024,26308.85,40892.82,80102.44,496,1,0,2024-01-01,0.64,0.71,11.451102,11.637906,0,Retail,0,renovation,vehicle,24,4,2,partial
149,2024,30903.99,25507.42,65766.65,322,2,1,2024-03-09,0.46,0.56,10.920643,12.123125,2,Corporate,0,renovation,none,48,4,4,partial
152,2023,73463.85,36811.99,133588.89,536,4,0,2024-02-06,0.86,0.11,11.277159,11.273046,3,Corporate,2,consumption,vehicle,24,0,1,partial
154,2023,85266.25,25644.85,24497.13,437,5,1,2024-03-12,0.93,0.93,11.100109,10.783155,0,Retail,3,renovation,property,60,0,1,partial
155,2024,67471.04,43480.3,149730.52,772,2,0,2024-04-16,0.02,0.45,10.857309,11.902077,0,Retail,1,business,none,36,3,4,partial
169,2023,81143.47,20138.79,112524.21,528,1,0,2024-04-05,0.05,0.73,9.198181,11.670654,0,Corporate,3,business,vehicle,24,3,3,partial
176,2024,76898.96,48511.77,129035.67,616,4,1,2024-05-20,0.96,0.5,11.076459,12.065813,2,Corporate,1,investment,property,24,3,1,partial
177,2023,15820.69,46616.14,133738.43,500,3,0,2024-03-24,0.28,0.6,9.703979,10.451888,4,Retail,1,investment,none,60,2,3,partial
180,2024,42970.54,37080.13,114869.03,557,4,1,2024-02-12,0.87,0.3,10.646018,12.054468,3,Retail,0,business,vehicle,36,4,4,partial
187,2024,16145.4,13970.79,124856.08,779,6,0,2024-02-06,0.39,0.2,11.055375,11.195389,4,Retail,0,renovation,vehicle,48,4,0,partial
188,2024,24288.32,6582.68,143081.88,477,2,0,2024-01-25,0.12,0.54,11.270111,11.834103,1,Corporate,1,renovation,none,12,0,4,partial
192,2024,87056.7,42735.17,155561.39,422,1,0,2024-05-28,0.08,0.44,11.139257,10.211861,1,Retail,2,consumption,property,60,4,0,partial
193,2024,47816.3,8265.11,150941.43,641,2,0,2024-06-17,0.16,0.39,11.119628,11.773177,0,Retail,2,investment,none,12,0,4,partial
211,2024,54000.45,42713.04,176530.96,470,3,0,2024-03-13,0.25,0.67,9.664988,11.912439,4,Retail,2,renovation,vehicle,36,2,3,partial
213,2023,18666.15,24538.25,54099.82,358,7,0,2024-06-18,0.49,0.69,10.470724,11.366466,2,Retail,2,renovation,vehicle,36,3,3,partial
214,2023,31914.91,20327.84,92206.63,764,3,0,2024-02-11,0.7,0.05,8.565853,10.981471,3,Corporate,0,investment,vehicle,24,2,4,partial
217,2023,23794.37,45159.54,190603.29,559,1,0,2024-01-02,0.99,0.34,11.1876,11.668,4,Corporate,3,business,property,12,3,0,partial
221,2024,21412.43,30192.55,91386.3,672,6,0,2024-05-15,0.44,0.41,11.464859,12.043409,4,Retail,3,renovation,vehicle,12,3,4,partial
222,2024,64158.12,28830.7,42476.61,394,5,0,2024-04-05,0.52,0.1,10.209056,11.26753,3,Corporate,1,consumption,vehicle,36,0,0,partial
230,2024,26431.5,27938.3,114580.12,424,4,0,2024-03-01,0.52,0.24,9.178124,11.088973,4,Retail,2,renovation,none,12,3,3,partial
231,2024,63569.53,18558.48,39708.38,340,4,0,2024-01-14,0.54,0.05,10.780672,11.159237,4,Corporate,0,renovation,vehicle,48,2,2,partial
249,2023,6787.01,39282.16,56513.58,553,3,1,2024-04-22,0.52,1.0,11.359939,12.159216,3,Corporate,0,consumption,none,36,1,1,partial
252,2023,15035.66,12639.92,199697.38,306,2,1,2024-03-17,0.01,0.74,10.926773,11.346527,2,Retail,0,business,vehicle,24,0,3,partial
262,2024,28179.49,46944.75,117445.27,770,7,0,2024-01-21,0.0,0.09,8.636209,9.935459,3,Retail,1,consumption,none,24,3,4,default
277,2023,60107.64,44699.26,71130.51,810,2,1,2024-05-31,0.1,0.02,11.487135,11.987317,0,Retail,0,consumption,none,24,3,4,partial
278,2023,67908.28,16874.02,199059.49,368,6,0,2024-06-26,0.1,0.72,11.327046,11.890474,0,Retail,1,investment,none,12,4,0,partial
287,2024,44828.98,36473.19,193980.61,380,5,1,2024-06-21,0.7,0.44,9.548869,10.672282,0,Corporate,1,renovation,none,36,0,1,partial
288,2023,45133.3,28661.16,99333.03,841,2,1,2024-03-04,0.2,0.79,11.432355,12.192398,0,Retail,1,business,property,24,0,3,partial
301,2024,72727.17,16882.47,66872.56,561,4,1,2024-06-02,0.89,0.92,10.728083,11.771067,1,Retail,1,renovation,vehicle,36,2,1,partial
302,2023,2566.29,49426.08,170911.93,388,7,0,2024-06-08,0.93,0.6,10.540564,11.609519,2,Retail,0,business,property,12,1,1,partial
305,2024,34767.91,1261.87,148811.73,507,2,0,2024-02-26,0.98,0.19,10.750327,11.394147,1,Retail,0,consumption,vehicle,48,2,3,partial
325,2024,82052.0,12632.3,143649.46,512,7,0,2024-04-28,0.94,0.78,11.334081,12.110454,4,Retail,3,investment,none,48,2,0,partial
326,2024,60718.72,26003.7,180760.47,565,5,1,2024-06-29,0.27,0.96,11.101787,11.0653,4,Retail,0,consumption,vehicle,48,2,0,partial
330,2024,34385.49,26097.65,144095.08,592,4,0,2024-06-09,0.51,0.58,8.834424,11.176605,3,Corporate,2,renovation,none,12,1,0,partial
335,2023,90646.95,29446.65,71083.63,506,7,1,2024-02-21,0.18,0.68,11.470058,10.646257,0,Retail,2,investment,vehicle,24,2,2,partial
337,2024,77489.65,37583.81,144895.37,632,2,0,2024-04-04,0.81,0.34,9.657052,11.961721,3,Corporate,1,investment,none,12,0,1,partial
352,2024,27224.65,31173.89,75046.43,376,4,1,2024-05-25,0.89,0.38,11.222737,11.753515,4,Retail,1,renovation,vehicle,36,1,2,partial
359,2024,64883.69,30014.07,156663.02,587,3,0,2024-06-11,0.85,0.73,11.066303,11.772462,0,Corporate,1,business,vehicle,48,3,0,partial
366,2023,59979.32,2675.72,131554.61,346,3,0,2024-05-19,0.43,0.93,9.881563,10.990798,2,Corporate,3,investment,vehicle,36,4,3,partial
369,2024,40717.6,18826.51,33934.08,499,6,0,2024-06-27,0.76,0.63,9.79275,11.829277,4,Corporate,1,business,none,12,4,1,partial
375,2023,37328.65,11602.79,112310.37,726,3,0,2024-03-29,0.1,0.79,11.37554,11.968979,3,Retail,3,business,vehicle,60,0,3,partial
